module,total_files,candidate_files,high_priority_files,mid_priority_files,candidate_ratio,file_path,file_priority,why_candidate
io,151,59,11,48,39.1%,io/src/ply_io.cpp,high,循环36处，编解码/IO转换计算密集，建议优先优化
io,151,59,11,48,39.1%,io/src/vtk_io.cpp,high,循环11处，编解码/IO转换计算密集，建议优先优化
io,151,59,11,48,39.1%,io/include/pcl/compression/color_coding.h,mid,存在可向量化路径（循环5，数学项46），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/compression/entropy_range_coder.h,mid,存在可向量化路径（循环0，数学项13），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/compression/impl/octree_pointcloud_compression.hpp,mid,存在可向量化路径（循环2，数学项88），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/compression/impl/organized_pointcloud_compression.hpp,mid,存在可向量化路径（循环6，数学项82），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/compression/octree_pointcloud_compression.h,mid,存在可向量化路径（循环0，数学项42），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/compression/organized_pointcloud_compression.h,mid,存在可向量化路径（循环0，数学项29），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/compression/organized_pointcloud_conversion.h,mid,存在可向量化路径（循环10，数学项106），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/compression/point_coding.h,mid,存在可向量化路径（循环2，数学项52），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/ascii_io.h,mid,存在可向量化路径（循环0，数学项30），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/auto_io.h,mid,存在可向量化路径（循环0，数学项14），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/impl/buffers.hpp,mid,存在可向量化路径（循环10，数学项2），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/impl/lzf_image_io.hpp,mid,存在可向量化路径（循环9，数学项78），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/impl/pcd_io.hpp,mid,存在可向量化路径（循环17，数学项91），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/lzf_image_io.h,mid,存在可向量化路径（循环0，数学项86），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/pcd_grabber.h,mid,存在可向量化路径（循环4，数学项44），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/pcd_io.h,mid,存在可向量化路径（循环0，数学项307），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/ply_io.h,mid,存在可向量化路径（循环0，数学项220），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/point_cloud_image_extractors.h,mid,存在可向量化路径（循环0，数学项25），建议次优先
io,151,59,11,48,39.1%,io/include/pcl/io/vtk_lib_io.h,mid,存在可向量化路径（循环0，数学项42），建议次优先
io,151,59,11,48,39.1%,io/src/ascii_io.cpp,mid,存在可向量化路径（循环4，数学项27），建议次优先
io,151,59,11,48,39.1%,io/src/depth_sense/depth_sense_grabber_impl.cpp,mid,存在可向量化路径（循环4，数学项28），建议次优先
io,151,59,11,48,39.1%,io/src/dinast_grabber.cpp,mid,存在可向量化路径（循环12，数学项30），建议次优先
io,151,59,11,48,39.1%,io/src/ensenso_grabber.cpp,mid,存在可向量化路径（循环6，数学项65），建议次优先
io,151,59,11,48,39.1%,io/src/hdl_grabber.cpp,mid,存在可向量化路径（循环16，数学项35），建议次优先
io,151,59,11,48,39.1%,io/src/ifs_io.cpp,mid,存在可向量化路径（循环3，数学项55），建议次优先
io,151,59,11,48,39.1%,io/src/image_depth.cpp,mid,存在可向量化路径（循环6，数学项3），建议次优先
io,151,59,11,48,39.1%,io/src/image_grabber.cpp,mid,存在可向量化路径（循环8，数学项107），建议次优先
io,151,59,11,48,39.1%,io/src/image_rgb24.cpp,mid,存在可向量化路径（循环5，数学项2），建议次优先
io,151,59,11,48,39.1%,io/src/image_yuv422.cpp,mid,存在可向量化路径（循环6，数学项0），建议次优先
io,151,59,11,48,39.1%,io/src/lzf.cpp,mid,存在可向量化路径（循环8，数学项3），建议次优先
io,151,59,11,48,39.1%,io/src/lzf_image_io.cpp,mid,存在可向量化路径（循环2，数学项17），建议次优先
io,151,59,11,48,39.1%,io/src/oni_grabber.cpp,mid,存在可向量化路径（循环8，数学项64），建议次优先
io,151,59,11,48,39.1%,io/src/openni2/openni2_device.cpp,mid,存在可向量化路径（循环10，数学项8），建议次优先
io,151,59,11,48,39.1%,io/src/openni2/openni2_device_manager.cpp,mid,存在可向量化路径（循环4，数学项0），建议次优先
io,151,59,11,48,39.1%,io/src/openni_camera/openni_depth_image.cpp,mid,存在可向量化路径（循环6，数学项3），建议次优先
io,151,59,11,48,39.1%,io/src/openni_camera/openni_driver.cpp,mid,存在可向量化路径（循环12，数学项7），建议次优先
io,151,59,11,48,39.1%,io/src/openni_camera/openni_image_bayer_grbg.cpp,mid,存在可向量化路径（循环19，数学项3），建议次优先
io,151,59,11,48,39.1%,io/src/openni_camera/openni_image_rgb24.cpp,mid,存在可向量化路径（循环5，数学项0），建议次优先
io,151,59,11,48,39.1%,io/src/openni_camera/openni_image_yuv_422.cpp,mid,存在可向量化路径（循环6，数学项0），建议次优先
io,151,59,11,48,39.1%,io/src/pcd_grabber.cpp,mid,存在可向量化路径（循环2，数学项11），建议次优先
io,151,59,11,48,39.1%,io/src/ply/ply_parser.cpp,mid,存在可向量化路径（循环7，数学项2），建议次优先
io,151,59,11,48,39.1%,io/src/real_sense/real_sense_device_manager.cpp,mid,存在可向量化路径（循环6，数学项2），建议次优先
io,151,59,11,48,39.1%,io/src/real_sense_2_grabber.cpp,mid,存在可向量化路径（循环2，数学项25），建议次优先
io,151,59,11,48,39.1%,io/src/real_sense_grabber.cpp,mid,存在可向量化路径（循环10，数学项36），建议次优先
io,151,59,11,48,39.1%,io/src/robot_eye_grabber.cpp,mid,存在可向量化路径（循环2，数学项18），建议次优先
io,151,59,11,48,39.1%,io/src/tim_grabber.cpp,mid,存在可向量化路径（循环7，数学项8），建议次优先
io,151,59,11,48,39.1%,io/src/vlp_grabber.cpp,mid,存在可向量化路径（循环4，数学项5），建议次优先
io,151,59,11,48,39.1%,io/src/vtk_lib_io.cpp,mid,存在可向量化路径（循环18，数学项108），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/board.hpp,high,循环9处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/include/pcl/features/impl/gfpfh.hpp,high,循环15处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/include/pcl/features/impl/integral_image_normal.hpp,high,循环28处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/include/pcl/features/impl/multiscale_feature_persistence.hpp,high,循环12处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/include/pcl/features/impl/our_cvfh.hpp,high,循环39处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/include/pcl/features/impl/rops_estimation.hpp,high,循环25处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/include/pcl/features/impl/shot.hpp,high,循环16处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/src/range_image_border_extractor.cpp,high,循环34处，特征描述子计算密集，建议优先优化
features,137,93,8,85,67.9%,features/include/pcl/features/3dsc.h,mid,存在可向量化路径（循环0，数学项28），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/board.h,mid,存在可向量化路径（循环0，数学项47），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/boundary.h,mid,存在可向量化路径（循环1，数学项28），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/cppf.h,mid,存在可向量化路径（循环0，数学项11），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/crh.h,mid,存在可向量化路径（循环0，数学项18），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/cvfh.h,mid,存在可向量化路径（循环1，数学项51），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/esf.h,mid,存在可向量化路径（循环2，数学项15），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/feature.h,mid,存在可向量化路径（循环0，数学项56），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/flare.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/fpfh.h,mid,存在可向量化路径（循环0，数学项92），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/fpfh_omp.h,mid,存在可向量化路径（循环0，数学项28），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/from_meshes.h,mid,存在可向量化路径（循环5，数学项30），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/gasd.h,mid,存在可向量化路径（循环0，数学项61），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/gfpfh.h,mid,存在可向量化路径（循环0，数学项18），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/grsd.h,mid,存在可向量化路径（循环0，数学项26），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/3dsc.hpp,mid,存在可向量化路径（循环6，数学项70），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/boundary.hpp,mid,存在可向量化路径（循环4，数学项12），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/brisk_2d.hpp,mid,存在可向量化路径（循环24，数学项24），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/cppf.hpp,mid,存在可向量化路径（循环2，数学项16），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/crh.hpp,mid,存在可向量化路径（循环5，数学项14），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/cvfh.hpp,mid,存在可向量化路径（循环8，数学项22），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/esf.hpp,mid,存在可向量化路径（循环29，数学项25），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/feature.hpp,mid,存在可向量化路径（循环1，数学项30），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/flare.hpp,mid,存在可向量化路径（循环2，数学项14），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/fpfh.hpp,mid,存在可向量化路径（循环14，数学项32），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/fpfh_omp.hpp,mid,存在可向量化路径（循环6，数学项9），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/gasd.hpp,mid,存在可向量化路径（循环8，数学项58），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/grsd.hpp,mid,存在可向量化路径（循环4，数学项4），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/integral_image2D.hpp,mid,存在可向量化路径（循环12，数学项1），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/intensity_gradient.hpp,mid,存在可向量化路径（循环5，数学项32），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/intensity_spin.hpp,mid,存在可向量化路径（循环8，数学项16），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/linear_least_squares_normal.hpp,mid,存在可向量化路径（循环6，数学项21），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/moment_invariants.hpp,mid,存在可向量化路径（循环4，数学项3），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/moment_of_inertia_estimation.hpp,mid,存在可向量化路径（循环8，数学项56），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/narf.hpp,mid,存在可向量化路径（循环2，数学项11），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/normal_3d.hpp,mid,存在可向量化路径（循环2，数学项23），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/normal_3d_omp.hpp,mid,存在可向量化路径（循环2，数学项19），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/normal_based_signature.hpp,mid,存在可向量化路径（循环11，数学项38），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/organized_edge_detection.hpp,mid,存在可向量化路径（循环14，数学项0），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/pfh.hpp,mid,存在可向量化路径（循环9，数学项15），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/pfhrgb.hpp,mid,存在可向量化路径（循环8，数学项11），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/ppf.hpp,mid,存在可向量化路径（循环2，数学项18），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/ppfrgb.hpp,mid,存在可向量化路径（循环4，数学项18），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/principal_curvatures.hpp,mid,存在可向量化路径（循环4，数学项17），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/range_image_border_extractor.hpp,mid,存在可向量化路径（循环8，数学项29），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/rift.hpp,mid,存在可向量化路径（循环4，数学项24），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/rsd.hpp,mid,存在可向量化路径（循环8，数学项49），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/shot_lrf.hpp,mid,存在可向量化路径（循环6，数学项29），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/shot_omp.hpp,mid,存在可向量化路径（循环10，数学项28），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/spin_image.hpp,mid,存在可向量化路径（循环4，数学项35），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/statistical_multiscale_interest_region_extraction.hpp,mid,存在可向量化路径（循环14，数学项5），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/usc.hpp,mid,存在可向量化路径（循环7，数学项46），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/impl/vfh.hpp,mid,存在可向量化路径（循环7，数学项32），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/integral_image2D.h,mid,存在可向量化路径（循环0，数学项19），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/integral_image_normal.h,mid,存在可向量化路径（循环0，数学项64），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/intensity_gradient.h,mid,存在可向量化路径（循环0，数学项15），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/intensity_spin.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/linear_least_squares_normal.h,mid,存在可向量化路径（循环0，数学项15），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/moment_invariants.h,mid,存在可向量化路径（循环0，数学项23），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/moment_of_inertia_estimation.h,mid,存在可向量化路径（循环0，数学项77），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/multiscale_feature_persistence.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/narf.h,mid,存在可向量化路径（循环0，数学项63），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/normal_3d.h,mid,存在可向量化路径（循环1，数学项110），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/normal_3d_omp.h,mid,存在可向量化路径（循环1，数学项0），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/normal_based_signature.h,mid,存在可向量化路径（循环0，数学项11），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/organized_edge_detection.h,mid,存在可向量化路径（循环0，数学项13），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/our_cvfh.h,mid,存在可向量化路径（循环2，数学项72），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/pfh.h,mid,存在可向量化路径（循环0，数学项41），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/pfhrgb.h,mid,存在可向量化路径（循环0，数学项14），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/ppf.h,mid,存在可向量化路径（循环0，数学项9），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/ppfrgb.h,mid,存在可向量化路径（循环0，数学项9），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/principal_curvatures.h,mid,存在可向量化路径（循环1，数学项19），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/range_image_border_extractor.h,mid,存在可向量化路径（循环0，数学项18），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/rift.h,mid,存在可向量化路径（循环0，数学项30），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/rops_estimation.h,mid,存在可向量化路径（循环0，数学项31），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/rsd.h,mid,存在可向量化路径（循环1，数学项52），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/shot.h,mid,存在可向量化路径（循环0，数学项91），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/shot_lrf.h,mid,存在可向量化路径（循环0，数学项18），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/shot_lrf_omp.h,mid,存在可向量化路径（循环0，数学项16），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/shot_omp.h,mid,存在可向量化路径（循环2，数学项38），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/spin_image.h,mid,存在可向量化路径（循环1，数学项29），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/usc.h,mid,存在可向量化路径（循环0，数学项19），建议次优先
features,137,93,8,85,67.9%,features/include/pcl/features/vfh.h,mid,存在可向量化路径（循环1，数学项52），建议次优先
features,137,93,8,85,67.9%,features/src/narf.cpp,mid,存在可向量化路径（循环22，数学项95），建议次优先
features,137,93,8,85,67.9%,features/src/pfh.cpp,mid,存在可向量化路径（循环0，数学项38），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/min_cut_segmentation.hpp,high,循环13处，分割/聚类计算密集，建议优先优化
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/organized_multi_plane_segmentation.hpp,high,循环14处，分割/聚类计算密集，建议优先优化
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/region_growing_rgb.hpp,high,循环26处，分割/聚类计算密集，建议优先优化
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/supervoxel_clustering.hpp,high,循环40处，分割/聚类计算密集，建议优先优化
segmentation,76,40,5,35,52.6%,segmentation/src/grabcut_segmentation.cpp,high,循环28处，分割/聚类计算密集，建议优先优化
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/conditional_euclidean_clustering.h,mid,存在可向量化路径（循环0，数学项33），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/cpc_segmentation.h,mid,存在可向量化路径（循环1，数学项39），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/crf_segmentation.h,mid,存在可向量化路径（循环0，数学项11），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/extract_clusters.h,mid,存在可向量化路径（循环8，数学项56），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/extract_labeled_clusters.h,mid,存在可向量化路径（循环0，数学项20），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/extract_polygonal_prism_data.h,mid,存在可向量化路径（循环0，数学项15），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/grabcut_segmentation.h,mid,存在可向量化路径（循环0，数学项41），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/approximate_progressive_morphological_filter.hpp,mid,存在可向量化路径（循环14，数学项10），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/conditional_euclidean_clustering.hpp,mid,存在可向量化路径（循环4，数学项9），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/cpc_segmentation.hpp,mid,存在可向量化路径（循环8，数学项28），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/crf_segmentation.hpp,mid,存在可向量化路径（循环21，数学项52），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/extract_clusters.hpp,mid,存在可向量化路径（循环8，数学项7），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/extract_labeled_clusters.hpp,mid,存在可向量化路径（循环5，数学项5），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/extract_polygonal_prism_data.hpp,mid,存在可向量化路径（循环7，数学项36），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/grabcut_segmentation.hpp,mid,存在可向量化路径（循环20，数学项48），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/lccp_segmentation.hpp,mid,存在可向量化路径（循环19，数学项39），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/organized_connected_component_segmentation.hpp,mid,存在可向量化路径（循环8，数学项38），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/progressive_morphological_filter.hpp,mid,存在可向量化路径（循环3，数学项6），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/random_walker.hpp,mid,存在可向量化路径（循环8，数学项53），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/region_growing.hpp,mid,存在可向量化路径（循环21，数学项34），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/sac_segmentation.hpp,mid,存在可向量化路径（循环0，数学项26），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/seeded_hue_segmentation.hpp,mid,存在可向量化路径（循环8，数学项5），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/impl/unary_classifier.hpp,mid,存在可向量化路径（循环17，数学项32），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/lccp_segmentation.h,mid,存在可向量化路径（循环0，数学项61），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/min_cut_segmentation.h,mid,存在可向量化路径（循环1，数学项24），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/organized_connected_component_segmentation.h,mid,存在可向量化路径（循环1，数学项4），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/organized_multi_plane_segmentation.h,mid,存在可向量化路径（循环0，数学项52），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/planar_polygon_fusion.h,mid,存在可向量化路径（循环1，数学项3），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/random_walker.h,mid,存在可向量化路径（循环0，数学项36），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/region_growing.h,mid,存在可向量化路径（循环0，数学项39），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/region_growing_rgb.h,mid,存在可向量化路径（循环0，数学项41），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/sac_segmentation.h,mid,存在可向量化路径（循环0，数学项40），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/seeded_hue_segmentation.h,mid,存在可向量化路径（循环0，数学项14），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/segment_differences.h,mid,存在可向量化路径（循环0，数学项15），建议次优先
segmentation,76,40,5,35,52.6%,segmentation/include/pcl/segmentation/supervoxel_clustering.h,mid,存在可向量化路径（循环0，数学项57），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/mlesac.hpp,high,循环10处，模型拟合计算密集，建议优先优化
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_circle3d.hpp,high,循环9处，模型拟合计算密集，建议优先优化
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_cone.hpp,high,循环9处，模型拟合计算密集，建议优先优化
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_ellipse3d.hpp,high,循环10处，模型拟合计算密集，建议优先优化
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_line.hpp,high,循环8处，模型拟合计算密集，建议优先优化
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_normal_plane.hpp,high,循环8处，模型拟合计算密集，建议优先优化
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_torus.hpp,high,循环9处，模型拟合计算密集，建议优先优化
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/lmeds.hpp,mid,存在可向量化路径（循环2，数学项17），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/msac.hpp,mid,存在可向量化路径（循环4，数学项21），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/prosac.hpp,mid,存在可向量化路径（循环4，数学项13），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/ransac.hpp,mid,存在可向量化路径（循环1，数学项19），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/rmsac.hpp,mid,存在可向量化路径（循环4，数学项21），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/rransac.hpp,mid,存在可向量化路径（循环1，数学项17），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_circle.hpp,mid,存在可向量化路径（循环11，数学项67），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_cylinder.hpp,mid,存在可向量化路径（循环9，数学项130），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_normal_sphere.hpp,mid,存在可向量化路径（循环3，数学项44），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_plane.hpp,mid,存在可向量化路径（循环11，数学项97），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_registration.hpp,mid,存在可向量化路径（循环6，数学项37），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_registration_2d.hpp,mid,存在可向量化路径（循环3，数学项29），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_sphere.hpp,mid,存在可向量化路径（循环17，数学项95），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/impl/sac_model_stick.hpp,mid,存在可向量化路径（循环8，数学项87），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/lmeds.h,mid,存在可向量化路径（循环0，数学项22），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/mlesac.h,mid,存在可向量化路径（循环0，数学项25），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/msac.h,mid,存在可向量化路径（循环0，数学项29），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/prosac.h,mid,存在可向量化路径（循环0，数学项23），建议次优先
sample_consensus,70,51,7,44,72.9%,sample_consensus/include/pcl/sample_consensus/ransac.h,mid,存在可向量化路径（循环0，数学项33），建议次优先
